date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200914,ME,4903.0,502.0,328874.0,,posNeg,333777.0,9.0,431.0,5.0,,3.0,,4237.0,A+,9/13/2020 23:59,2020-09-13T23:59:00Z,09/13 19:59,136.0,431.0,2020-09-13T23:59:00Z,333275.0,6110.0,326907.0,4401.0,135.0,1.0,,,9995.0,503.0,9478.0,,,,,,,,23,40,3569,333777,3609,333777,0,0,09e0ffc4b62ffa0e7d64085544458bea29518961,0,0,0,0,0,
20200914,MI,124287.0,11675.0,3037800.0,,posNeg,3162087.0,590.0,,152.0,,82.0,,85513.0,A+,9/14/2020 00:00,2020-09-14T24:00:00Z,09/13 20:00,6921.0,,2020-09-14T24:00:00Z,3196127.0,158327.0,3037800.0,112612.0,6601.0,320.0,,,269507.0,,,,,,,,,,26,1229,50248,3162087,51477,3162087,10,0,858900003a069b1972fa7ffd1eb63743a4caee65,0,0,0,0,0,
20200914,MN,84949.0,,1158406.0,,totalTestEncountersViral,1724779.0,233.0,6954.0,135.0,1965.0,,,78238.0,A+,9/13/2020 17:00,2020-09-13T17:00:00Z,09/13 13:00,1974.0,6954.0,2020-09-13T17:00:00Z,,,,84949.0,1922.0,52.0,1724779.0,1243355.0,,,,,,,,,,,27,638,9412,1243355,17265,1243355,3,23,f5b9f235d7dfa0530d549d87c036f487c66d3654,0,0,0,0,0,
20200914,MO,104079.0,,1041128.0,,totalTestsViral,1495313.0,1010.0,,,,,,,A,9/14/2020 00:00,2020-09-14T24:00:00Z,09/13 20:00,1714.0,,2020-09-14T24:00:00Z,1495313.0,112317.0,1380372.0,104079.0,,,,1145207.0,,,,71452.0,3221.0,68231.0,,,,,29,1332,15175,1145207,19730,1145207,9,0,b8bd582997f3f9d119e9eafa6ef520a23a5bc8cb,0,0,0,0,0,
20200914,MP,61.0,,14316.0,,posNeg,14377.0,,4.0,,,,,29.0,C,9/14/2020 00:00,2020-09-14T24:00:00Z,09/13 20:00,2.0,4.0,2020-09-14T24:00:00Z,18915.0,,,61.0,2.0,,,14375.0,,,,,,,,,,,69,1,0,14377,1,14377,0,0,cd0491b79d2eff630d4f16e4f087e92fea2bf30c,0,0,0,0,0,
20200914,MS,90018.0,5461.0,535788.0,,posNeg,625806.0,513.0,5499.0,171.0,,,,78971.0,A+,9/13/2020 00:00,2020-09-13T24:00:00Z,09/12 20:00,2706.0,5499.0,2020-09-13T24:00:00Z,620345.0,,,84557.0,2523.0,183.0,,,28852.0,95.0,,,,,,,38649.0,,28,144,2869,625806,3013,625806,9,89,effd1f7aaac54465930c3e022636cf19f79cf162,0,0,0,0,0,
20200914,MT,9107.0,,276763.0,,posNeg,285870.0,144.0,531.0,,,,,6842.0,B,9/14/2020 01:59,2020-09-14T01:59:00Z,09/13 21:59,138.0,531.0,2020-09-14T01:59:00Z,285870.0,,,9107.0,,,,,,,,,,,,,,,30,86,5660,285870,5746,285870,3,6,dfab8346b27f527ce42ecd9ffb0677e2f1d438d4,0,0,0,0,0,
20200914,NC,185781.0,,2449038.0,,posNeg,2634819.0,895.0,,293.0,,,,167257.0,A+,9/14/2020 11:50,2020-09-14T11:50:00Z,09/14 07:50,3060.0,,2020-09-14T11:50:00Z,2634819.0,,,185781.0,3060.0,,,,,,,,,,,,,,37,845,17866,2634819,18711,2634819,8,0,bc83944b5eeaed166f9efe4a7bb9c1235b0d4891,0,0,0,0,0,
20200914,ND,15831.0,,204399.0,,totalTestEncountersViral,527535.0,65.0,646.0,19.0,171.0,,,12903.0,A,9/14/2020 01:59,2020-09-14T01:59:00Z,09/13 21:59,134.0,646.0,2020-09-14T01:59:00Z,546127.0,,,15831.0,131.0,3.0,527535.0,220230.0,9028.0,377.0,8651.0,,,,,,,,38,254,1370,220230,3965,220230,1,3,6784f7edccf92d26ace46515d466e5a48ebcb3d0,0,0,0,0,0,
20200914,NE,38335.0,,365630.0,,totalTestsViral,538300.0,169.0,2139.0,,,,,29405.0,A+,9/14/2020 14:00,2020-09-14T14:00:00Z,09/14 10:00,434.0,2139.0,2020-09-14T14:00:00Z,538300.0,46431.0,490851.0,38335.0,,,,404546.0,,,,,,,,,,,31,227,3054,403965,4640,403965,0,2,97361f92af9bdafa80554c414e3ced3b49eb8362,0,0,0,0,0,
20200914,NH,7714.0,,224102.0,,totalTestsViral,377392.0,7.0,721.0,,229.0,,,6987.0,B,9/14/2020 09:00,2020-09-14T09:00:00Z,09/14 05:00,436.0,721.0,2020-09-14T09:00:00Z,377392.0,,,7714.0,,,,231816.0,31129.0,,,30439.0,,,,,,,33,18,1256,231816,4444,231816,0,0,691ddc9525c416c4989c59a9c89261671a53c146,0,0,0,0,0,
20200914,NJ,196968.0,,2993002.0,,posNeg,3189970.0,420.0,22965.0,91.0,,41.0,,34458.0,A+,9/14/2020 00:00,2020-09-14T24:00:00Z,09/13 20:00,16030.0,22965.0,2020-09-14T24:00:00Z,3189970.0,,,196968.0,14245.0,1785.0,,,,,,,,,,,,,34,334,21106,3189970,21440,3189970,4,2,eb03181588c9bcc232124ee5efcd7219f3478d25,0,0,0,0,0,
20200914,NM,26761.0,,796384.0,,posNeg,823145.0,59.0,3267.0,,,,,14407.0,B,9/13/2020 17:00,2020-09-13T17:00:00Z,09/13 13:00,823.0,3267.0,2020-09-13T17:00:00Z,823145.0,,,26761.0,,,,,,,,,,,,,,,35,100,5775,823145,5875,823145,2,4,28383dd79c1d560da7e9a42f2979046337fe741a,0,0,0,0,0,
20200914,NV,73814.0,,571057.0,,totalTestEncountersViral,917748.0,473.0,,158.0,,99.0,,1938.0,A+,9/14/2020 02:59,2020-09-14T02:59:00Z,09/13 22:59,1456.0,,2020-09-14T02:59:00Z,945646.0,,,73814.0,,,917748.0,644335.0,,,,,,,,,,,32,277,2519,644871,1719,644871,4,0,ab3d8c6f590b337b732484e62f076ac0ea2f972f,0,0,0,0,0,
20200914,NY,444948.0,,8936703.0,,posNeg,9381651.0,464.0,89995.0,143.0,,59.0,,75814.0,A,9/13/2020 23:59,2020-09-13T23:59:00Z,09/13 19:59,25394.0,89995.0,2020-09-13T23:59:00Z,,,,444948.0,,,9381651.0,,,,,,,,,,,,36,583,62775,9381651,63358,9381651,4,0,cdf0303664de04437b36622ebc5d0f7575f56d1e,0,0,0,0,0,
20200914,OH,138484.0,7249.0,2484772.0,,posNeg,2623256.0,671.0,14378.0,224.0,3097.0,121.0,,115708.0,A+,9/14/2020 14:00,2020-09-14T14:00:00Z,09/14 10:00,4419.0,14378.0,2020-09-14T14:00:00Z,2616007.0,,,131235.0,4126.0,293.0,,,,,,,,,,,,,39,1079,28347,2623256,29426,2623256,4,64,2ac5e25ad46838fb6b92d5d5ce13ea8d1687be89,0,0,0,0,0,
20200914,OK,70223.0,,920176.0,6306.0,posNeg,990399.0,499.0,5466.0,186.0,,,,59007.0,A+,9/14/2020 00:00,2020-09-14T24:00:00Z,09/13 20:00,905.0,5466.0,2020-09-14T24:00:00Z,1000912.0,79689.0,920176.0,70223.0,,,,,74483.0,3581.0,,,,,,,,,40,869,0,996705,869,990399,0,15,03f1423c66bb7e1d228b778987962ca7d4855c0b,0,0,0,0,0,
20200914,OR,29484.0,1433.0,585320.0,,posNeg,614804.0,135.0,2279.0,32.0,,13.0,,5310.0,A+,9/14/2020 03:01,2020-09-14T03:01:00Z,09/13 23:01,511.0,2279.0,2020-09-14T03:01:00Z,,,585320.0,28051.0,,,,613371.0,,,,,,,,,,,41,147,2037,614804,2184,614804,2,44,7834f8d926995fb4a6b43df5a5fd8bef68544963,0,0,0,0,0,
20200914,PA,145063.0,4221.0,1684609.0,,posNeg,1829672.0,472.0,,,,59.0,,118951.0,A+,9/14/2020 12:00,2020-09-14T12:00:00Z,09/14 08:00,7869.0,,2020-09-14T12:00:00Z,2577305.0,,,140842.0,,,,1825451.0,,,,,,,,,,,42,1182,20609,1829672,21791,1829672,32,0,16a151ecd7b3eae018394f33e3c57832b0028c71,0,0,0,0,0,
20200914,PR,17977.0,,305972.0,,posNeg,323949.0,414.0,,63.0,,37.0,,,C,9/14/2020 00:00,2020-09-14T24:00:00Z,09/13 20:00,542.0,,2020-09-14T24:00:00Z,415664.0,20103.0,395291.0,17977.0,376.0,166.0,,,,19773.0,,,,,,,,,72,208,0,323949,208,323949,3,0,03f172d57da19af03c516b3a90232c05445d6d3d,0,0,0,0,0,
20200914,RI,23130.0,,285067.0,,totalTestEncountersViral,635718.0,80.0,2644.0,7.0,,4.0,,2223.0,A+,9/14/2020 12:00,2020-09-14T12:00:00Z,09/14 08:00,1075.0,2644.0,2020-09-14T12:00:00Z,,32706.0,603012.0,23130.0,,,635718.0,308197.0,,,,,,,,,,,44,32,682,308197,2208,308197,0,0,4e08553de138117b7b0ccc9c083eb1bf0bbf8935,0,0,0,0,0,
20200914,SC,132680.0,2424.0,955793.0,,posNeg,1088473.0,733.0,8448.0,203.0,,123.0,,51431.0,A+,9/13/2020 23:59,2020-09-13T23:59:00Z,09/13 19:59,3077.0,8448.0,2020-09-13T23:59:00Z,1086049.0,172250.0,913799.0,130256.0,2922.0,155.0,,,66581.0,5960.0,60621.0,,,,,,,,45,816,15794,1088473,16610,1088473,13,22,b4a5aa84ab5d7fc1cf516172d023ca9cbb81dacc,0,0,0,0,0,
20200914,SD,16801.0,,148338.0,,totalTestsPeopleViral,165139.0,110.0,1171.0,,,,,14118.0,A+,9/13/2020 14:00,2020-09-13T14:00:00Z,09/13 10:00,184.0,1171.0,2020-09-13T14:00:00Z,223717.0,,,,,,,165139.0,,,,,,,,,,,46,163,1020,165139,1183,165139,0,6,28869ff6b3aae25c5b5ce60c06c14b7be50e4df9,0,0,0,0,0,
20200914,TN,174274.0,5144.0,2318577.0,,posNeg,2492851.0,833.0,7766.0,262.0,,131.0,,156808.0,A+,9/14/2020 15:00,2020-09-14T15:00:00Z,09/14 11:00,2097.0,7766.0,2020-09-14T15:00:00Z,2487707.0,205631.0,2282076.0,169130.0,2026.0,71.0,,,,,,,,,,,,,47,2450,34252,2492851,36702,2492851,19,56,2275254bec8d7fca1ddea6b5cc34f1a7faa6d645,0,0,0,0,0,
20200914,TX,663445.0,,4549802.0,,posNeg,5213247.0,3391.0,,1165.0,,,,581204.0,A+,9/13/2020 16:45,2020-09-13T16:45:00Z,09/13 12:45,14211.0,,2020-09-13T16:45:00Z,5213247.0,,,663445.0,,,,,373406.0,33050.0,,,,,,,50387.0,6891.0,48,4011,-340903,5213247,-336892,5213247,21,0,4498ab372a235e6ce805ba74d9994239c60cc44f,0,0,0,0,0,
20200914,UT,58438.0,,652756.0,,totalTestsViral,906622.0,170.0,3338.0,54.0,829.0,,345.0,48934.0,A+,9/14/2020 10:14,2020-09-14T10:14:00Z,09/14 06:14,436.0,3338.0,2020-09-14T10:14:00Z,906622.0,63871.0,842751.0,58438.0,,,,711194.0,,,,,,,8321.0,1263.0,11216.0,1345.0,49,563,3021,711194,4073,711194,3,12,e78ef62416c69b2aa949e95427ff5eea913f6100,0,0,0,0,0,
20200914,VA,134571.0,6171.0,1644758.0,308.0,totalTestEncountersViral,1773158.0,1006.0,17367.0,220.0,,110.0,,16361.0,A+,9/13/2020 17:00,2020-09-13T17:00:00Z,09/13 13:00,2743.0,17367.0,2020-09-13T17:00:00Z,,153493.0,,128400.0,2607.0,136.0,1773158.0,,,,,,,,,,,,51,757,12334,1779637,13062,1779329,19,45,19ced17f6d9331de72de1e1524756780b23a0def,0,0,0,0,0,
20200914,VI,1221.0,,17130.0,3.0,posNeg,18351.0,,,,,,,1144.0,C,9/14/2020 06:29,2020-09-14T06:29:00Z,09/14 02:29,19.0,,2020-09-14T06:29:00Z,18354.0,,,,19.0,,,,,,,,,,,,,,78,1,7,18354,8,18351,0,0,279ec0b4a5702fe555911c522d83c3905c6ca539,0,0,0,0,0,
20200914,VT,1696.0,,149782.0,,totalTestsViral,231961.0,3.0,,,,,,1509.0,B,9/13/2020 23:59,2020-09-13T23:59:00Z,09/13 19:59,58.0,,2020-09-13T23:59:00Z,231961.0,,,1696.0,58.0,,,151478.0,,,,,,,,,,,50,12,793,151478,3677,151478,0,0,ff5629adf5299fbecc3c695bf52f154af7f644c7,0,0,0,0,0,
20200914,WA,80138.0,,1573829.0,,totalTestEncountersViral,1653967.0,247.0,7098.0,,,26.0,,,B,9/14/2020 02:59,2020-09-14T02:59:00Z,09/13 22:59,2006.0,7098.0,2020-09-14T02:59:00Z,,,,80138.0,2006.0,,1653967.0,,,,,,,,,,,,53,312,9070,1653967,9382,1653967,15,17,4f9d72bbef3833af087cc408c8e8d97d3b3dadb1,0,0,0,0,0,
20200914,WI,95497.0,5541.0,1273607.0,163.0,totalTestEncountersViral,1966795.0,341.0,6350.0,98.0,1083.0,,,78527.0,A+,9/14/2020 00:00,2020-09-14T24:00:00Z,09/13 20:00,1218.0,6350.0,2020-09-14T24:00:00Z,,,,89956.0,1210.0,8.0,1966795.0,1363563.0,,,,,,,,,,,55,818,3149,1369267,12435,1369104,0,18,508b34fbf996c7721cfeb9a6506f4a7edca8b8a1,0,0,0,0,0,
20200914,WV,12820.0,301.0,475195.0,,posNeg,488015.0,151.0,,58.0,,24.0,,9361.0,C,9/13/2020 23:59,2020-09-13T23:59:00Z,09/13 19:59,275.0,,2020-09-13T23:59:00Z,487714.0,,,12519.0,273.0,2.0,,,16360.0,,,,,,,,,,54,121,4130,488015,4251,488015,9,0,209b24483c777b62cd744cdf050f842e1843c350,0,0,0,0,0,
20200914,WY,4392.0,669.0,84614.0,,posNeg,89006.0,13.0,230.0,,,,,3884.0,B,9/14/2020 17:29,2020-09-14T17:29:00Z,09/14 13:29,46.0,230.0,2020-09-14T17:29:00Z,133083.0,3726.0,129356.0,3723.0,,,,88337.0,,,,,,,,,,,56,46,2523,89006,2569,89006,4,2,e1714c3f3ca47355739153587686c94b3a1ba3c2,0,0,0,0,0,
20200913,AK,7193.0,,394020.0,,totalTestsViral,401213.0,35.0,,,,8.0,,2377.0,A,9/13/2020 03:59,2020-09-13T03:59:00Z,09/12 23:59,44.0,,2020-09-13T03:59:00Z,401213.0,6481.0,394452.0,7193.0,44.0,,,,,,,,,,,,,,02,62,1522,401213,1584,401213,0,0,fe761e1eb1fe063986acd2d74b11e4fb1340ee49,0,0,0,0,0,
20200913,AL,138755.0,12960.0,884432.0,,totalTestsViral,1010227.0,790.0,15527.0,,1610.0,,892.0,54223.0,B,9/13/2020 11:00,2020-09-13T11:00:00Z,09/13 07:00,2351.0,15527.0,2020-09-13T11:00:00Z,1010227.0,,,125795.0,2218.0,133.0,,,,,,55599.0,,,,,,,01,1109,5709,1023187,6681,1023187,1,0,2ddff81262dbd6c45cc9bc0a11551352dfaea7d8,0,0,0,0,0,
20200913,AR,70219.0,1169.0,751849.0,,totalTestsViral,820899.0,381.0,4719.0,160.0,,83.0,601.0,61819.0,A+,9/13/2020 00:00,2020-09-13T24:00:00Z,09/12 20:00,981.0,4719.0,2020-09-13T24:00:00Z,820899.0,,751849.0,69050.0,976.0,5.0,,,,,,,,,,,17863.0,2757.0,05,509,1559,822068,545,822068,12,41,f6ac2199a5b7188408749c718efb65d86b3984c0,0,0,0,0,0,
20200913,AS,0.0,,1571.0,,totalTestsViral,1571.0,,,,,,,,C,9/1/2020 00:00,2020-09-01T24:00:00Z,08/31 20:00,0.0,,2020-09-01T24:00:00Z,1571.0,,,0.0,,,,,,,,,,,,,,,60,0,0,1571,0,1571,0,0,db2ed6ea4376d9e1cd06b5248bf5be89bdbab77b,0,0,0,0,0,
20200913,AZ,208512.0,1901.0,1087625.0,,totalTestsPeopleViral,1296137.0,525.0,21773.0,171.0,,87.0,,32817.0,A+,9/13/2020 00:00,2020-09-13T24:00:00Z,09/12 20:00,5322.0,21773.0,2020-09-13T24:00:00Z,,,,206611.0,5049.0,273.0,,1296137.0,277020.0,,,,,,,,,,04,384,7024,1296137,9313,1296137,7,0,22baf1ca8fa71eeeae191ec700ac50040c751a5e,0,0,0,0,0,
20200913,CA,754923.0,,11935093.0,,totalTestsViral,12690016.0,3741.0,,1056.0,,,,,B,9/13/2020 02:59,2020-09-13T02:59:00Z,09/12 22:59,14329.0,,2020-09-13T02:59:00Z,12690016.0,,,754923.0,,,,,,,,,,,,,,,06,4625,128424,12690016,133049,12690016,78,0,b485fea96f320ba4272c77ce94964c7627c8f26d,0,0,0,0,0,
20200913,CO,60907.0,4203.0,716581.0,,totalTestEncountersViral,1111572.0,226.0,7223.0,,,,,6156.0,A+,9/12/2020 01:59,2020-09-12T01:59:00Z,09/11 21:59,1889.0,7223.0,2020-09-12T01:59:00Z,,,,56704.0,,,1111572.0,773285.0,162866.0,11300.0,151566.0,,,,,,,,08,415,6846,777488,13587,777488,0,15,5efd9498d6af8ee24e99d016e76609a37bc0d09b,0,0,0,0,0,
20200913,CT,54326.0,2231.0,1276658.0,,posNeg,1330984.0,51.0,11357.0,,,,,9142.0,B,9/10/2020 20:30,2020-09-10T20:30:00Z,09/10 16:30,4480.0,11357.0,2020-09-10T20:30:00Z,1328753.0,,,52095.0,3595.0,885.0,,,,,,,,,,,,,09,0,0,1330984,0,1330984,0,0,992898d91636e39ea5911cb5788718f61f4b0c57,0,0,0,0,0,
20200913,DC,14592.0,,316049.0,,totalTestEncountersViral,330641.0,88.0,,23.0,,11.0,,11574.0,A+,9/12/2020 00:00,2020-09-12T24:00:00Z,09/11 20:00,616.0,,2020-09-12T24:00:00Z,,,,,,,330641.0,195160.0,,,,,,,,,,,11,40,3164,330641,3204,330641,0,0,0336306fcd5e91d682b2ce2ef7863b5b93803e58,0,0,0,0,0,
20200913,DE,18849.0,992.0,242447.0,,totalTestEncountersViral,381020.0,68.0,,17.0,,,,10077.0,A+,9/12/2020 18:00,2020-09-12T18:00:00Z,09/12 14:00,615.0,,2020-09-12T18:00:00Z,,21927.0,,17857.0,543.0,72.0,381020.0,261296.0,,,,,,,,,,,10,123,1588,261296,3491,261296,2,0,306d0edf7a37c11ada89259b9a3a229482b99b53,0,0,0,0,0,
20200913,FL,656485.0,12305.0,4259936.0,3696.0,totalTestEncountersViral,7105309.0,2631.0,41769.0,,,,,,A+,9/12/2020 23:59,2020-09-12T23:59:00Z,09/12 19:59,12764.0,41769.0,2020-09-12T23:59:00Z,6855793.0,854899.0,5961411.0,644180.0,12764.0,,7105309.0,4910702.0,446669.0,34738.0,411877.0,437913.0,34017.0,403867.0,,,,,12,2395,19827,4920117,56042,4916421,8,82,b0921e06b1b707312aa08d055043556eed1951e6,0,0,0,0,0,
20200913,GA,294314.0,,2307888.0,,totalTestsViral,2602202.0,2138.0,26369.0,,4827.0,,,,A+,9/13/2020 14:50,2020-09-13T14:50:00Z,09/13 10:50,6333.0,26369.0,2020-09-13T14:50:00Z,2602202.0,268347.0,2333855.0,294314.0,,,,,289794.0,23194.0,,,,,,,,,13,1409,-9378,2602202,17945,2602202,46,42,06616831632d00c4e7d944bfc7d9add4b7053b72,0,0,0,0,0,
20200913,GU,1891.0,0.0,41472.0,,posNeg,43363.0,50.0,,11.0,,,,1118.0,A+,9/13/2020 03:15,2020-09-13T03:15:00Z,09/12 23:15,26.0,,2020-09-13T03:15:00Z,43011.0,,,1891.0,,,,43363.0,158.0,2.0,,,,,,,,,66,0,0,43363,0,43363,1,0,ac74331d8d507d7e16115db1018b03b7329f0783,0,0,0,0,0,
20200913,HI,10722.0,134.0,244811.0,,totalTestEncountersViral,336570.0,220.0,635.0,51.0,,41.0,,3418.0,C,9/12/2020 18:00,2020-09-12T18:00:00Z,09/12 14:00,97.0,635.0,2020-09-12T18:00:00Z,342202.0,10531.0,,10588.0,,,336570.0,255399.0,,,,,,,,,,,15,129,5231,255533,7349,255533,1,13,75c04161d525610dafd2838ae368c1caaf0a9ae8,0,0,0,0,0,
20200913,IA,72490.0,,610955.0,,posNeg,683445.0,274.0,,79.0,,28.0,,53151.0,A+,9/13/2020 00:00,2020-09-13T24:00:00Z,09/12 20:00,1218.0,,2020-09-13T24:00:00Z,,,,72490.0,,,,684959.0,,,,53195.0,3199.0,49956.0,16319.0,2016.0,,,19,784,3771,683445,4555,683445,1,0,2011afac5086104e78c283ff529f23e920d3f7b1,0,0,0,0,0,
20200913,ID,35167.0,2756.0,241956.0,,totalTestsPeopleViral,274367.0,165.0,1596.0,46.0,422.0,,,18406.0,A+,9/12/2020 18:57,2020-09-12T18:57:00Z,09/12 14:57,415.0,1596.0,2020-09-12T18:57:00Z,,,,32411.0,378.0,37.0,,274367.0,,,,,,,,,,,16,217,1296,277123,1479,277123,3,27,652b4ab10fe8e5538b215f283a3e1f7d70bfc982,0,0,0,0,0,
20200913,IL,263466.0,2095.0,4474495.0,,posNeg,4737961.0,1422.0,,328.0,,136.0,,,A,9/13/2020 00:00,2020-09-13T24:00:00Z,09/12 20:00,8541.0,,2020-09-13T24:00:00Z,4735866.0,,,261371.0,8309.0,232.0,,,,,,,,,,,,,17,1462,45428,4737961,46890,4737961,14,0,9fc377794a25d4d891a073e8b44bfc3818e0e25e,0,0,0,0,0,
20200913,IN,105804.0,,1133180.0,,totalTestsViral,1778789.0,731.0,11749.0,219.0,2338.0,72.0,,81405.0,A+,9/12/2020 23:59,2020-09-12T23:59:00Z,09/12 19:59,3438.0,11749.0,2020-09-12T23:59:00Z,1778789.0,108988.0,,,3214.0,224.0,,1238984.0,,,,,,,,,,,18,1243,30761,1238984,6884,1238984,1,39,595544bd100ab0699a74cdaf5d3872d548d420d0,0,0,0,0,0,
20200913,KS,48386.0,,400544.0,,posNeg,448930.0,140.0,2537.0,40.0,690.0,10.0,219.0,1859.0,A+,9/11/2020 10:00,2020-09-11T10:00:00Z,09/11 06:00,511.0,2537.0,2020-09-11T10:00:00Z,,,,,,,,448930.0,,,,,,,,,,,20,0,0,448930,0,448930,0,0,76be711ec36379fd53919907cdcdffe060122662,0,0,0,0,0,
20200913,KY,56945.0,5927.0,873807.0,,totalTestsViral,924342.0,587.0,4886.0,148.0,1454.0,,,10872.0,B,9/13/2020 00:00,2020-09-13T24:00:00Z,09/12 20:00,1060.0,4886.0,2020-09-13T24:00:00Z,924342.0,,,51018.0,1051.0,9.0,,,49234.0,,,,,,,,17381.0,,21,530,0,930752,0,930752,3,0,deb8f5ecf97e4eaa78c33f0a1a901c6496d43fe3,0,0,0,0,0,
20200913,LA,158390.0,935.0,1908340.0,,posNeg,2066730.0,680.0,,,,107.0,,140440.0,A,9/13/2020 13:00,2020-09-13T13:00:00Z,09/13 09:00,5235.0,,2020-09-13T13:00:00Z,,,,157455.0,5065.0,170.0,,2065795.0,,,,,,,,,,,22,1281,27696,2066730,28977,2066730,33,0,6c1b6e502346b46859c900ad66f05b6603486d15,0,0,0,0,0,
20200913,MA,124826.0,1922.0,1833129.0,,totalTestsViral,3006158.0,313.0,12431.0,61.0,,21.0,,107501.0,A+,9/13/2020 08:00,2020-09-13T08:00:00Z,09/13 04:00,9210.0,12431.0,2020-09-13T08:00:00Z,3006158.0,161677.0,,122904.0,9001.0,209.0,,1956033.0,,,,116531.0,,,108478.0,,,,25,286,11835,1957955,37435,1957955,14,5,0a35b3296b0d6a3070ec41cdd6f98961538f8536,0,0,0,0,0,
20200913,MD,116110.0,,1339735.0,,totalTestsViral,2207458.0,351.0,14851.0,89.0,,,,7225.0,A+,9/13/2020 10:00,2020-09-13T10:00:00Z,09/13 06:00,3838.0,14851.0,2020-09-13T10:00:00Z,2207458.0,138731.0,,116110.0,3695.0,143.0,,1455845.0,,,,125277.0,10638.0,114639.0,,,,,24,577,10816,1455845,23517,1455845,2,55,091a57a0afc311c7d5260cb3f526356bb57b772e,0,0,0,0,0,
20200913,ME,4863.0,487.0,325305.0,,posNeg,330168.0,11.0,431.0,6.0,,3.0,,4226.0,A+,9/12/2020 23:59,2020-09-12T23:59:00Z,09/12 19:59,136.0,431.0,2020-09-12T23:59:00Z,329681.0,6081.0,323343.0,4376.0,135.0,1.0,,,9990.0,503.0,9473.0,,,,,,,,23,29,5136,330168,5165,330168,1,0,12d14d9dc492380b4bdc7ed0252e0e8611e58b31,0,0,0,0,0,
20200913,MI,123058.0,11534.0,2987552.0,,posNeg,3110610.0,627.0,,172.0,,77.0,,85513.0,A+,9/12/2020 00:00,2020-09-12T24:00:00Z,09/11 20:00,6911.0,,2020-09-12T24:00:00Z,3144491.0,156939.0,2987552.0,111524.0,6591.0,320.0,,,268368.0,,,,,,,,,,26,0,0,3110610,0,3110610,0,0,5c008adc776f0706c5490789792fd0b79a09a4ad,0,0,0,0,0,
20200913,MN,84311.0,,1148994.0,,totalTestEncountersViral,1707514.0,241.0,6931.0,136.0,1957.0,,,77461.0,A+,9/12/2020 17:00,2020-09-12T17:00:00Z,09/12 13:00,1971.0,6931.0,2020-09-12T17:00:00Z,,,,84311.0,1919.0,52.0,1707514.0,1233305.0,,,,,,,,,,,27,723,10060,1233305,22994,1233305,13,32,f281e00cf71f7141753cc7e5b7836828458db536,0,0,0,0,0,
20200913,MO,102747.0,,1025953.0,,totalTestsViral,1475583.0,971.0,,,,,,,A,9/13/2020 00:00,2020-09-13T24:00:00Z,09/12 20:00,1705.0,,2020-09-13T24:00:00Z,1475583.0,110962.0,1362014.0,102747.0,,,,1128700.0,,,,71148.0,3196.0,67952.0,,,,,29,1613,13714,1128700,18739,1128700,1,0,8b3e14bffda3a2ea97ab4600495bbb64aed04116,0,0,0,0,0,
20200913,MP,60.0,,14316.0,,posNeg,14376.0,,4.0,,,,,29.0,C,9/12/2020 00:00,2020-09-12T24:00:00Z,09/11 20:00,2.0,4.0,2020-09-12T24:00:00Z,18915.0,,,60.0,2.0,,,14375.0,,,,,,,,,,,69,0,0,14376,0,14376,0,0,4ef63efaebd0bd5383c4321c0fff723e9f54490f,0,0,0,0,0,
20200913,MS,89874.0,5423.0,532919.0,,posNeg,622793.0,542.0,5410.0,179.0,,,,74098.0,A+,9/12/2020 00:00,2020-09-12T24:00:00Z,09/11 20:00,2697.0,5410.0,2020-09-12T24:00:00Z,617161.0,,,84451.0,2514.0,183.0,,,28693.0,95.0,,,,,,,38257.0,,28,254,0,622793,254,622793,12,0,3d396e995972e111ec24beb6e4c99cd45f1e9dea,0,0,0,0,0,
20200913,MT,9021.0,,271103.0,,posNeg,280124.0,145.0,525.0,,,,,6830.0,B,9/13/2020 01:59,2020-09-13T01:59:00Z,09/12 21:59,135.0,525.0,2020-09-13T01:59:00Z,280124.0,,,9021.0,,,,,,,,,,,,,,,30,96,1300,280124,1396,280124,2,4,ac4acb1b965935452d19f2c74a20d8f08e20eaac,0,0,0,0,0,
20200913,NC,184936.0,,2431172.0,,posNeg,2616108.0,831.0,,270.0,,,,156652.0,A+,9/13/2020 11:50,2020-09-13T11:50:00Z,09/13 07:50,3052.0,,2020-09-13T11:50:00Z,2616108.0,,,184936.0,3052.0,,,,,,,,,,,,,,37,1196,33780,2616108,34976,2616108,5,0,bd2c5e5b518c2136f6f5650da167dba6a10b9a6c,0,0,0,0,0,
